date,City,pm25,AQI,Air_Quality_Risk
2023-07-30,Phoenix,9.370833333333334,39.04513888888889,26.924368743493982
2023-07-31,Phoenix,9.795833333333333,40.81597222222222,28.225925905501747
2023-08-01,Phoenix,8.0,33.333333333333336,22.726208877802268
2023-08-02,Phoenix,5.145833333333333,21.44097222222222,13.98535930941678
2023-08-03,Phoenix,6.3125,26.302083333333336,17.558261322771433
2023-08-04,Phoenix,6.3,26.25,17.519980229771203
2023-08-05,Phoenix,7.075,29.479166666666668,19.89340799578536
2023-08-06,Phoenix,7.795833333333333,32.48263888888889,22.100951025465204
2023-08-07,Phoenix,9.079166666666667,37.829861111111114,26.03114324015532
2023-08-08,Phoenix,6.808333333333334,28.368055555555557,19.07674467844716
2023-08-09,Phoenix,6.820833333333333,28.42013888888889,19.11502577144738
2023-08-10,Phoenix,6.25,26.041666666666668,17.366855857770286
2023-08-11,Phoenix,8.316666666666666,34.65277777777778,23.695996567141385
2023-08-12,Phoenix,7.283333333333332,30.34722222222222,20.531426212455838
2023-08-13,Phoenix,8.016666666666667,33.402777777777786,22.77725033513591
2023-08-14,Phoenix,8.020833333333334,33.42013888888889,22.790010699469317
2023-08-15,Phoenix,9.7125,40.46875000000001,27.970718618833562
2023-08-16,Phoenix,9.241666666666667,38.50694444444445,26.528797449158294
2023-08-17,Phoenix,8.766666666666667,36.527777777777786,25.074115915149616
2023-08-18,Phoenix,8.258333333333333,34.40972222222222,23.517351466473652
2023-08-19,Phoenix,9.545833333333333,39.77430555555556,27.460304045497182
2023-08-20,Phoenix,11.158333333333331,46.49305555555555,32.39856504252664
2023-08-21,Phoenix,8.575000000000001,35.72916666666667,24.487139155812777
2023-08-22,Phoenix,12.533333333333331,51.911301859799714,36.380959743408205
2023-08-23,Phoenix,15.4875,58.12392703862661,40.94722052253588
2023-08-24,Phoenix,12.591666666666669,52.03397711015737,36.47112568262935
2023-08-25,Phoenix,9.141666666666667,38.090277777777786,26.222548705156466
2023-08-26,Phoenix,9.325,38.854166666666664,26.78400473582648
2023-08-27,Phoenix,9.475,39.47916666666667,27.24337785182922
2023-08-28,Phoenix,9.195833333333333,38.31597222222222,26.388433441490783
